FECHA,HORA,SAG,VIF,XAL,ATI,CAM,CUT,FAC,TLA,TLI,BJU,HGM,IZT,MER,ACO,CHO,MPA,TAH,UIZ,AJM,CUA,INN,MGH,PED,SFE
1/1/2017,1,50,63,54,76,76,89,76,76,76,64,57,61,63,70,71,71,71,67,64,69,69,57,64,66
1/1/2017,2,56,64,58,80,80,90,80,80,80,68,55,63,67,73,74,69,73,67,65,68,69,57,66,65
1/1/2017,3,58,64,60,80,80,91,80,80,80,64,57,62,66,76,69,70,70,67,63,67,69,57,67,66
1/1/2017,4,57,66,60,79,79,86,79,79,79,67,58,64,66,76,74,73,71,68,65,69,71,60,69,67
1/1/2017,5,58,70,62,81,81,90,81,81,81,72,61,68,70,78,75,76,76,70,68,70,72,63,68,69
1/1/2017,6,60,72,66,82,82,91,82,82,82,72,64,69,71,80,77,74,76,72,67,70,73,64,68,70
1/1/2017,7,59,73,65,86,86,93,86,86,86,73,64,70,72,80,80,73,77,73,68,70,73,65,67,70
1/1/2017,8,58,72,64,86,86,93,86,86,86,72,65,70,73,80,82,74,78,74,68,70,73,66,67,72
1/1/2017,9,56,71,60,76,76,84,76,76,76,70,60,67,70,79,72,70,76,68,64,67,69,62,62,68
1/1/2017,10,52,64,54,53,53,66,53,53,53,65,58,62,64,73,63,65,69,62,65,66,65,60,60,67
1/1/2017,11,43,58,47,45,45,57,45,44,45,55,47,53,57,62,57,64,58,55,59,58,57,51,55,60
1/1/2017,12,37,51,41,39,39,50,37,40,39,47,39,45,48,53,50,60,49,48,54,55,51,43,47,54
1/1/2017,13,31,41,34,33,33,43,30,35,33,40,35,38,39,46,38,53,40,41,48,49,46,34,42,50
1/1/2017,14,26,33,31,31,31,36,29,32,31,36,33,35,37,36,38,48,41,38,46,49,44,34,40,47
1/1/2017,15,25,31,29,28,28,33,26,29,28,35,31,34,36,34,39,47,40,37,43,45,42,30,39,45
1/1/2017,16,25,30,28,28,28,34,27,28,28,33,29,32,35,33,38,48,41,35,45,45,43,29,40,44
1/1/2017,17,27,30,32,30,30,34,30,29,30,37,34,36,37,34,40,46,41,38,47,45,45,32,42,45
1/1/2017,18,30,31,37,35,35,38,35,35,35,40,38,40,42,41,43,50,44,42,51,50,48,35,45,48
1/1/2017,19,35,38,40,42,42,52,45,39,42,45,42,44,46,46,46,56,49,46,51,58,53,40,49,53
1/1/2017,20,36,42,42,49,49,50,52,45,49,48,44,47,49,50,50,54,50,49,49,63,57,44,52,56
1/1/2017,21,36,43,44,52,52,51,58,46,52,53,47,50,51,51,58,45,54,49,50,65,59,47,55,58
1/1/2017,22,36,46,44,55,55,67,61,48,55,53,47,51,52,55,58,40,59,50,52,65,61,49,58,60
1/1/2017,23,39,51,46,59,59,77,68,49,59,56,48,53,54,61,62,48,61,53,53,64,61,50,57,58
1/1/2017,24,41,55,49,63,63,84,73,52,63,59,49,55,56,65,63,53,61,56,55,62,63,52,56,62
1/2/2017,1,46,59,51,68,68,87,78,58,68,62,53,58,58,68,65,56,56,59,60,62,66,57,63,66
1/2/2017,2,50,64,53,70,70,90,80,60,70,60,53,57,59,73,63,48,64,58,62,63,67,57,64,68
1/2/2017,3,52,68,56,73,73,92,82,63,73,63,54,60,63,75,70,51,62,60,55,67,67,58,63,67
1/2/2017,4,54,72,59,75,75,93,84,65,75,66,58,63,66,77,73,53,66,60,55,67,67,60,63,66
1/2/2017,5,55,75,61,75,75,93,84,65,75,66,59,64,68,80,75,53,65,63,61,68,69,62,67,66
1/2/2017,6,57,74,61,76,76,94,86,66,76,66,57,63,66,82,75,56,69,64,60,66,69,61,67,67
1/2/2017,7,58,75,62,77,77,94,87,67,77,69,59,65,66,82,79,58,71,67,61,66,69,61,67,64
1/2/2017,8,57,76,62,78,78,94,88,68,78,68,58,64,66,81,78,56,72,65,59,66,68,62,67,63
1/2/2017,9,52,73,54,72,72,88,82,61,72,60,50,56,58,75,71,49,66,60,51,61,63,59,64,59
1/2/2017,10,46,65,47,52,52,67,53,51,52,51,43,48,51,63,61,47,56,54,52,52,53,52,55,53
1/2/2017,11,39,51,41,41,41,55,41,41,41,44,37,42,46,54,50,45,48,49,48,51,46,42,45,51
1/2/2017,12,32,41,33,33,33,45,32,33,33,37,30,35,39,40,41,38,38,39,39,46,39,34,37,44
1/2/2017,13,24,29,30,24,24,34,24,24,24,29,30,30,30,30,30,32,29,31,32,39,32,27,31,38
1/2/2017,14,14,20,18,20,20,24,18,21,20,23,18,21,23,21,26,24,25,22,25,27,24,20,22,29
1/2/2017,15,7,14,11,14,14,12,14,14,14,14,11,12,12,22,24,24,21,18,16,18,17,11,14,20
1/2/2017,16,7,12,10,14,14,13,11,17,14,9,10,10,10,20,24,26,20,15,12,15,14,6,11,15
1/2/2017,17,7,12,11,13,13,14,11,15,13,12,11,11,11,18,27,26,21,18,13,14,14,7,13,14
1/2/2017,18,6,13,13,14,14,20,13,15,14,12,12,13,14,17,34,28,22,18,17,17,18,9,18,19
1/2/2017,19,9,17,13,18,18,31,20,16,18,16,15,16,17,21,42,39,27,17,23,26,28,13,29,28
1/2/2017,20,11,21,15,25,25,27,28,22,25,21,21,21,20,26,50,39,38,23,23,29,33,19,29,31
1/2/2017,21,17,24,23,31,31,47,35,26,31,25,25,25,25,42,58,37,51,28,20,28,34,23,30,30
1/2/2017,22,32,33,36,34,34,55,40,28,34,27,27,27,27,58,61,40,46,30,23,27,34,20,31,28
1/2/2017,23,38,37,31,36,36,63,41,31,36,28,28,28,28,60,60,41,43,31,25,34,36,25,32,33
1/2/2017,24,38,38,33,39,39,69,44,33,39,32,30,32,33,64,59,48,56,33,31,41,41,28,36,40
1/3/2017,1,38,43,38,43,43,75,51,35,43,34,33,34,35,67,61,47,52,35,38,48,47,33,43,48
1/3/2017,2,45,47,46,49,49,79,58,40,49,38,37,38,39,71,65,49,57,39,46,53,53,39,48,55
1/3/2017,3,51,50,49,54,54,83,64,43,54,42,40,42,44,75,68,55,53,45,48,56,57,43,50,55
1/3/2017,4,55,53,54,58,58,87,68,47,58,50,48,50,51,78,71,57,55,57,50,58,59,46,56,57
1/3/2017,5,49,57,54,61,61,89,70,51,61,55,50,55,60,78,72,57,60,55,51,59,61,50,57,59
1/3/2017,6,49,59,55,64,64,92,74,53,64,56,52,56,59,78,74,56,57,62,53,61,63,52,60,63
1/3/2017,7,53,62,57,66,66,92,76,55,66,59,54,59,63,81,74,62,61,62,55,64,65,53,62,64
1/3/2017,8,58,64,58,68,68,93,78,57,68,60,54,60,65,81,74,64,69,67,57,65,66,54,66,65
1/3/2017,9,55,63,54,60,60,82,70,49,60,55,48,55,62,77,67,58,63,61,54,57,61,51,57,60
1/3/2017,10,45,57,45,43,43,64,46,39,43,49,42,49,56,64,59,55,57,55,50,50,52,47,50,52
1/3/2017,11,39,51,41,37,37,51,36,38,37,44,40,44,48,53,51,51,47,49,46,46,45,42,45,45
1/3/2017,12,33,39,35,32,32,41,31,33,32,39,34,38,41,43,45,42,40,41,38,40,38,35,37,38
1/3/2017,13,24,31,30,27,27,33,25,28,27,29,25,27,27,32,36,34,33,32,33,33,31,25,29,32
1/3/2017,14,18,24,25,23,23,28,21,24,23,25,23,24,24,29,31,28,27,25,30,32,29,23,27,32
1/3/2017,15,14,22,22,23,23,28,21,24,23,24,21,23,25,23,25,25,22,23,27,31,26,21,25,31
1/3/2017,16,14,21,20,22,22,22,21,22,22,22,20,21,21,23,21,23,22,24,27,30,26,21,25,30
1/3/2017,17,14,17,19,18,18,24,19,17,18,22,20,21,22,24,21,25,22,21,26,30,26,19,26,30
1/3/2017,18,12,18,17,18,18,26,18,18,18,20,16,18,18,22,21,24,21,22,27,27,25,16,24,27
1/3/2017,19,14,24,19,21,21,40,23,19,21,19,18,20,22,26,25,29,25,23,32,27,30,19,33,35
1/3/2017,20,18,26,22,29,29,45,34,24,29,23,22,23,25,30,31,31,27,25,30,34,36,24,37,38
1/3/2017,21,22,27,24,34,34,54,41,27,34,30,28,29,28,40,44,31,30,30,30,36,39,29,38,39
1/3/2017,22,26,33,27,38,38,67,44,31,38,34,33,33,31,42,52,38,32,32,34,39,41,30,39,40
1/3/2017,23,26,45,28,44,44,74,49,39,44,36,36,36,36,48,55,40,33,38,36,42,44,32,41,44
1/3/2017,24,31,53,30,48,48,80,52,43,48,38,38,39,42,53,59,41,35,41,36,44,47,34,44,50
1/4/2017,1,37,53,37,53,53,83,60,45,53,42,41,43,47,62,62,44,46,46,38,47,49,36,47,52
1/4/2017,2,40,54,43,57,57,83,65,48,57,48,43,47,49,65,65,44,51,49,39,49,51,37,47,54
1/4/2017,3,46,59,47,60,60,86,69,50,60,50,44,48,49,70,65,40,54,51,39,52,52,40,46,52
1/4/2017,4,48,64,55,62,62,89,71,52,62,54,48,53,56,71,68,41,55,56,37,51,54,48,48,47
1/4/2017,5,52,63,56,64,64,90,74,53,64,57,49,56,62,73,70,43,58,58,37,44,52,48,48,42
1/4/2017,6,53,66,57,66,66,92,76,55,66,58,53,57,60,72,70,38,59,61,31,43,50,51,44,37
1/4/2017,7,53,68,55,69,69,93,79,58,69,60,53,57,58,71,70,37,63,58,24,32,47,53,49,34
1/4/2017,8,50,66,56,70,70,93,82,58,70,63,50,58,60,74,72,35,64,54,23,32,49,55,55,37
1/4/2017,9,49,63,50,63,63,84,75,51,63,58,45,53,57,67,63,34,59,52,26,31,43,48,51,39
1/4/2017,10,41,54,41,42,42,59,43,41,42,49,39,46,50,53,51,34,48,47,29,23,35,42,42,27
1/4/2017,11,31,41,33,32,32,46,30,33,32,39,33,37,40,38,44,31,41,39,29,20,29,34,36,22
1/4/2017,12,23,31,27,23,23,36,22,23,23,29,25,28,31,31,34,16,27,29,17,18,21,23,25,18
1/4/2017,13,14,22,18,14,14,24,12,16,14,20,18,20,21,24,21,13,17,19,17,18,17,13,18,19
1/4/2017,14,9,17,14,14,14,20,12,15,14,16,14,16,17,19,19,15,15,17,17,17,16,12,16,20
1/4/2017,15,9,17,15,14,14,19,12,15,14,14,13,13,13,16,18,16,14,14,15,17,15,11,15,19
1/4/2017,16,8,16,15,14,14,19,12,15,14,14,14,14,14,14,16,16,14,14,15,16,15,11,15,18
1/4/2017,17,8,15,15,14,14,19,13,15,14,14,14,14,15,14,15,16,15,14,16,18,15,11,15,19
1/4/2017,18,8,16,15,15,15,22,14,16,15,16,15,16,16,16,19,16,16,15,18,20,18,13,17,20
1/4/2017,19,11,22,18,20,20,29,20,19,20,18,17,18,19,22,39,21,21,18,23,25,22,17,22,23
1/4/2017,20,15,24,21,25,25,35,26,23,25,22,21,22,23,29,45,25,30,21,25,28,27,22,27,30
1/4/2017,21,21,31,28,29,29,51,32,26,29,26,24,26,28,33,50,29,44,27,27,33,30,25,31,33
1/4/2017,22,24,36,29,35,35,63,40,30,35,30,28,30,31,36,54,33,46,30,31,36,36,26,37,37
1/4/2017,23,28,41,32,41,41,64,49,33,41,35,31,33,33,44,58,36,48,35,34,39,41,29,37,39
1/4/2017,24,32,43,36,45,45,73,54,36,45,40,35,38,40,49,62,38,52,38,32,39,43,34,38,37
1/5/2017,1,35,47,38,49,49,78,58,40,49,44,37,41,43,54,61,39,54,48,32,37,46,38,39,35
1/5/2017,2,39,48,40,51,51,81,60,41,51,55,44,48,45,56,64,42,60,54,31,36,46,38,45,34
1/5/2017,3,38,56,43,54,54,86,64,44,54,57,51,54,53,59,65,40,59,50,32,35,48,39,53,38
1/5/2017,4,41,57,43,57,57,87,67,46,57,58,48,55,59,60,65,42,58,52,34,36,48,40,46,37
1/5/2017,5,43,58,46,57,57,89,67,46,57,57,48,54,57,60,66,43,53,55,31,42,48,39,41,37
1/5/2017,6,43,58,50,59,59,89,68,50,59,61,49,56,58,64,68,44,58,57,31,44,49,43,44,38
1/5/2017,7,42,64,54,61,61,91,72,50,61,61,50,56,57,67,69,40,62,58,31,43,52,51,54,38
1/5/2017,8,43,63,53,62,62,92,74,50,62,61,49,56,59,67,71,40,60,61,32,39,52,54,58,38
1/5/2017,9,40,58,45,53,53,74,63,42,53,55,43,50,51,61,64,39,54,56,33,33,45,44,48,35
1/5/2017,10,35,48,36,39,39,56,41,36,39,43,35,40,43,49,51,38,49,46,36,36,39,39,41,37
1/5/2017,11,31,38,31,31,31,42,30,32,31,36,29,34,38,41,39,36,38,38,34,34,33,32,34,35
1/5/2017,12,25,30,28,25,25,35,23,26,25,29,25,28,31,34,33,28,29,32,28,29,28,25,28,31
1/5/2017,13,19,23,24,20,20,30,19,20,20,24,20,23,24,26,28,26,23,24,25,26,25,21,25,28
1/5/2017,14,16,17,20,14,14,25,13,15,14,19,16,18,19,19,21,22,19,19,20,17,19,15,19,23
1/5/2017,15,9,15,18,9,9,14,9,9,9,14,12,14,15,16,17,19,15,14,16,14,14,9,14,17
1/5/2017,16,6,12,15,7,7,12,7,7,7,12,11,12,12,13,17,17,14,13,14,15,13,8,13,15
1/5/2017,17,6,10,13,9,9,13,7,10,9,12,11,12,12,11,19,18,15,13,14,16,14,8,13,15
1/5/2017,18,4,12,12,12,12,19,10,13,12,13,11,12,12,12,35,23,17,14,21,18,20,9,19,21
1/5/2017,19,12,16,15,18,18,39,20,16,18,21,15,19,20,16,43,36,28,25,27,32,33,15,27,30
1/5/2017,20,30,25,33,30,30,49,33,26,30,28,23,28,33,36,47,30,41,37,24,51,42,33,29,46
1/5/2017,21,32,31,38,39,39,47,47,31,39,31,32,33,37,45,52,30,53,42,27,55,48,40,33,49
1/5/2017,22,37,38,37,48,48,59,58,38,48,34,38,38,41,50,56,35,54,45,32,57,51,41,38,51
1/5/2017,23,35,44,42,54,54,68,65,43,54,47,46,46,45,50,56,38,54,50,35,56,52,38,43,52
1/5/2017,24,30,48,43,58,58,76,68,48,58,52,46,50,51,53,53,40,55,51,40,51,54,43,50,47
1/6/2017,1,39,52,42,62,62,80,72,52,62,53,46,51,53,52,55,46,52,51,44,49,54,46,54,46
1/6/2017,2,39,56,44,65,65,83,76,54,65,56,46,52,54,55,60,49,57,52,45,47,55,50,52,49
1/6/2017,3,39,56,47,65,65,86,75,54,65,59,48,54,55,59,63,47,57,55,43,44,56,53,53,52
1/6/2017,4,38,60,49,66,66,89,77,55,66,62,51,56,55,66,66,46,57,55,43,40,56,54,55,49
1/6/2017,5,45,61,47,68,68,89,79,56,68,62,51,57,57,70,69,47,61,56,40,36,54,56,51,43
1/6/2017,6,48,61,52,69,69,90,80,58,69,62,51,56,55,72,75,51,62,58,35,34,53,57,58,33
1/6/2017,7,49,61,55,71,71,92,82,59,71,64,54,58,56,74,76,52,65,61,42,33,55,57,63,32
1/6/2017,8,52,62,53,70,70,93,81,59,70,65,51,57,55,75,73,53,67,62,43,33,55,57,64,33
1/6/2017,9,48,58,49,60,60,78,72,48,60,58,46,52,53,67,68,51,63,58,40,31,51,50,55,36
1/6/2017,10,40,52,41,44,44,55,44,44,44,48,39,45,47,55,53,43,54,49,41,27,43,39,48,39
1/6/2017,11,32,40,32,33,33,45,33,33,33,39,33,37,39,42,44,39,44,40,38,34,37,33,41,40
1/6/2017,12,25,29,27,26,26,35,24,27,26,33,26,30,31,27,33,32,33,31,34,36,33,28,34,37
1/6/2017,13,19,20,23,21,21,28,20,21,21,26,22,25,26,24,25,27,26,25,29,33,29,23,29,33
1/6/2017,14,14,18,20,19,19,24,18,19,19,22,19,20,20,18,20,21,21,21,27,29,25,19,25,30
1/6/2017,15,11,17,19,18,18,20,17,18,18,20,17,19,19,13,20,17,18,19,24,27,24,17,22,27
1/6/2017,16,9,15,16,17,17,17,17,17,17,19,17,18,19,12,35,24,21,16,23,26,26,16,21,26
1/6/2017,17,9,14,16,17,17,15,19,15,17,19,18,19,19,14,43,37,27,16,30,26,28,16,21,25
1/6/2017,18,15,12,18,18,18,17,19,16,18,25,23,24,25,15,51,43,36,34,43,26,37,17,34,26
1/6/2017,19,35,22,42,28,28,24,26,29,28,44,41,43,43,40,59,58,46,47,39,51,48,34,39,41
1/6/2017,20,40,41,49,41,41,30,40,42,41,54,48,51,52,54,62,50,53,52,39,60,54,41,42,53
1/6/2017,21,48,49,51,48,48,44,50,45,48,58,50,54,55,59,66,44,64,58,41,62,57,48,47,56
1/6/2017,22,49,55,52,53,53,56,55,50,53,60,53,57,58,64,71,51,66,60,45,52,59,49,57,55
1/6/2017,23,51,49,52,49,49,63,60,37,49,64,56,60,60,58,70,59,71,65,45,43,57,49,53,49
1/6/2017,24,52,43,53,48,48,72,57,39,48,68,56,62,61,57,66,62,71,66,41,40,54,45,54,41
1/7/2017,1,53,44,55,48,48,76,57,39,48,65,42,50,44,64,67,65,72,67,42,46,56,49,52,48
1/7/2017,2,50,52,59,53,53,73,62,43,53,63,42,50,45,68,68,67,73,68,45,49,58,48,52,52
1/7/2017,3,48,57,62,57,57,82,66,47,57,59,53,55,53,71,71,60,73,66,46,53,59,47,55,52
1/7/2017,4,50,56,59,62,62,85,72,51,62,65,54,60,62,71,72,55,73,68,43,55,59,51,53,50
1/7/2017,5,53,59,58,65,65,88,75,54,65,71,61,65,62,66,74,55,71,70,50,59,62,53,61,52
1/7/2017,6,53,57,57,68,68,90,78,57,68,70,62,66,66,72,75,59,74,69,54,61,64,54,62,55
1/7/2017,7,50,60,58,70,70,92,81,58,70,73,61,66,65,76,75,66,75,71,50,58,64,55,63,57
1/7/2017,8,47,68,58,68,68,92,82,54,68,72,55,64,64,79,77,68,74,68,56,58,67,59,69,59
1/7/2017,9,53,71,54,64,64,85,72,55,64,58,50,55,57,72,70,64,67,63,61,63,65,55,60,64
1/7/2017,10,50,73,49,58,58,76,58,57,58,55,51,54,56,65,62,66,60,58,56,57,57,52,50,56
1/7/2017,11,45,62,45,53,53,64,54,52,53,53,47,50,51,59,55,62,52,54,51,56,54,50,50,57
1/7/2017,12,39,54,42,42,42,55,41,43,42,47,41,45,46,54,53,55,47,49,49,52,49,44,45,53
1/7/2017,13,36,47,40,35,35,48,33,37,35,41,37,41,45,49,47,50,44,45,45,48,45,38,42,48
1/7/2017,14,32,39,36,31,31,42,29,33,31,38,33,37,40,45,41,48,41,41,40,42,42,33,37,43
1/7/2017,15,27,33,33,25,25,35,24,26,25,33,29,32,33,36,40,42,35,34,35,36,36,27,34,36
1/7/2017,16,19,29,26,25,25,31,22,27,25,27,25,27,29,31,40,46,35,30,32,32,33,24,28,32
1/7/2017,17,18,27,25,26,26,35,25,26,26,28,25,27,28,24,43,49,36,27,30,33,34,25,29,33
1/7/2017,18,20,34,28,31,31,45,29,32,31,27,25,26,26,29,48,52,43,28,32,36,37,26,31,35
1/7/2017,19,32,46,38,43,43,55,45,40,43,35,36,37,39,43,51,58,50,42,36,44,46,36,38,43
1/7/2017,20,38,53,42,50,50,62,53,47,50,44,42,44,45,54,54,56,53,42,46,48,51,45,46,48
1/7/2017,21,41,60,44,54,54,67,57,51,54,51,48,50,52,61,59,58,50,49,47,57,54,50,50,55
1/7/2017,22,42,63,48,59,59,70,61,56,59,55,51,54,57,65,61,63,55,55,52,64,60,54,56,60
1/7/2017,23,48,67,51,62,62,74,65,59,62,58,54,58,61,70,62,67,58,58,61,63,64,58,59,64
1/7/2017,24,54,73,55,65,65,80,68,62,65,60,56,60,63,75,66,68,62,61,63,65,67,62,63,66
1/8/2017,1,59,77,57,67,67,85,69,65,67,64,60,63,65,79,69,72,67,68,69,72,71,64,66,71
1/8/2017,2,62,84,61,72,72,90,73,71,72,66,63,66,68,83,73,77,70,75,73,73,74,67,70,73
1/8/2017,3,71,87,65,76,76,93,77,75,76,71,67,70,73,89,75,78,74,79,76,78,77,71,73,77
1/8/2017,4,76,86,70,81,81,92,81,81,81,77,70,75,77,95,78,81,77,84,80,81,80,73,78,82
1/8/2017,5,75,85,74,84,84,91,86,82,84,81,76,79,80,92,81,83,77,88,85,84,84,80,80,85
1/8/2017,6,73,85,76,83,83,91,84,81,83,83,77,81,82,86,85,86,83,87,88,88,86,82,83,89
1/8/2017,7,72,83,76,83,83,92,84,81,83,82,76,80,81,84,86,90,83,84,90,89,87,81,83,91
1/8/2017,8,68,83,76,83,83,91,85,81,83,83,76,80,81,83,83,92,82,83,90,92,87,82,83,92
1/8/2017,9,68,84,74,83,83,90,85,80,83,81,76,79,81,82,83,93,84,84,90,93,87,81,81,92
1/8/2017,10,68,78,74,81,81,85,83,79,81,78,73,77,80,80,81,93,82,81,88,91,86,78,81,92
1/8/2017,11,65,76,72,77,77,81,78,76,77,75,72,75,77,79,77,93,80,79,85,86,83,77,79,90
1/8/2017,12,62,74,69,74,74,77,76,72,74,76,70,74,76,76,74,92,76,77,84,83,81,75,75,86
1/8/2017,13,57,67,61,70,70,69,73,67,70,75,67,72,73,67,72,87,73,74,79,80,78,73,73,83
1/8/2017,14,48,58,53,59,59,61,62,55,59,71,60,66,67,60,67,82,70,69,73,72,71,69,67,76
1/8/2017,15,42,48,46,47,47,54,46,48,47,63,50,57,59,55,62,72,62,60,66,61,62,58,60,68
1/8/2017,16,37,42,41,41,41,45,38,43,41,54,42,49,52,48,57,61,55,54,61,53,55,48,56,59
1/8/2017,17,34,38,37,38,38,39,36,39,38,46,38,43,46,43,53,55,50,48,55,48,50,42,51,52
1/8/2017,18,34,38,38,38,38,43,37,39,38,44,39,43,45,45,51,57,50,46,54,49,48,39,49,49
1/8/2017,19,37,47,41,45,45,56,47,43,45,49,42,46,48,51,57,61,55,48,54,50,55,43,58,59
1/8/2017,20,40,54,45,54,54,61,60,48,54,54,45,50,51,55,61,57,57,53,41,56,57,49,54,60
1/8/2017,21,42,59,45,56,56,65,59,52,56,54,48,52,53,60,70,60,58,57,51,58,61,52,56,60
1/8/2017,22,45,64,48,60,60,69,62,57,60,53,51,54,57,61,72,60,59,57,56,61,61,53,59,60
1/8/2017,23,50,71,52,64,64,76,66,62,64,58,56,59,63,66,74,66,62,61,58,62,65,57,63,63
1/8/2017,24,55,79,56,70,70,84,73,66,70,65,61,64,67,75,78,70,66,66,61,64,69,65,67,68
1/9/2017,1,54,86,61,74,74,90,75,72,74,70,64,68,71,80,78,71,70,71,64,68,72,70,70,70
1/9/2017,2,69,89,66,79,79,94,81,76,79,73,69,72,75,91,80,75,75,76,66,67,72,69,74,67
1/9/2017,3,78,90,71,84,84,95,86,81,84,77,72,76,79,95,81,76,77,86,71,69,75,71,77,71
1/9/2017,4,79,89,78,86,86,93,88,84,86,85,77,83,86,96,82,77,79,94,72,72,78,73,80,72
1/9/2017,5,77,85,81,88,88,92,92,84,88,92,82,88,90,95,84,78,80,94,71,74,81,80,86,77
1/9/2017,6,74,84,81,88,88,94,92,84,88,89,81,86,88,93,87,79,84,92,71,75,82,86,92,72
1/9/2017,7,74,83,80,87,87,93,91,82,87,86,79,83,85,90,93,80,89,88,77,79,83,87,91,78
1/9/2017,8,75,82,78,85,85,92,90,80,85,84,76,81,83,91,93,80,89,87,92,81,86,84,87,91
1/9/2017,9,74,82,76,83,83,89,87,79,83,80,73,78,80,93,89,91,88,83,91,73,83,80,84,92
1/9/2017,10,71,80,71,76,76,86,80,72,76,75,66,72,75,93,87,92,83,77,83,62,72,73,77,86
1/9/2017,11,64,71,61,59,59,75,59,58,59,67,55,63,66,87,82,81,75,69,65,44,58,60,65,64
1/9/2017,12,54,57,53,43,43,61,41,44,43,54,45,52,57,76,73,67,62,58,52,36,47,47,52,48
1/9/2017,13,40,38,42,30,30,36,28,31,30,41,34,40,45,56,55,54,50,45,45,30,40,35,42,42
1/9/2017,14,29,32,31,24,24,29,21,27,24,33,28,32,35,41,37,47,38,35,39,28,32,27,35,34
1/9/2017,15,18,24,23,20,20,26,17,23,20,29,24,27,29,30,29,26,34,30,35,29,29,23,30,32
1/9/2017,16,18,21,23,21,21,27,19,22,21,27,22,25,27,24,22,19,22,28,31,30,27,22,29,31
1/9/2017,17,17,21,22,21,21,24,20,22,21,25,21,24,25,23,21,20,18,20,27,31,26,22,27,31
1/9/2017,18,15,24,20,23,23,27,23,22,23,22,21,21,21,26,25,23,21,20,23,31,25,21,23,29
1/9/2017,19,18,24,21,27,27,39,32,22,27,23,20,22,23,29,35,26,25,23,26,36,31,21,29,40
1/9/2017,20,22,39,27,34,34,49,38,30,34,28,22,25,25,33,45,24,29,27,22,43,37,30,34,43
1/9/2017,21,31,49,32,43,43,56,44,41,43,31,28,29,29,39,53,25,35,36,21,42,41,36,38,47
1/9/2017,22,35,54,36,49,49,58,50,47,49,42,41,43,46,53,58,25,42,44,36,44,45,41,40,47
1/9/2017,23,38,58,39,54,54,65,55,53,54,47,45,48,53,63,57,33,42,50,39,46,47,46,37,48
1/9/2017,24,44,67,47,60,60,74,64,56,60,51,49,52,56,69,57,41,50,55,44,48,49,48,40,45
1/10/2017,1,51,75,55,65,65,86,69,60,65,57,54,57,61,75,62,47,59,61,48,46,51,50,44,44
1/10/2017,2,60,79,58,69,69,90,73,65,69,63,57,61,64,81,66,49,59,70,56,50,55,53,49,49
1/10/2017,3,68,80,65,71,71,92,76,65,71,66,61,67,73,84,68,59,63,73,60,54,58,53,54,53
1/10/2017,4,72,87,74,72,72,93,79,64,72,75,69,74,79,84,72,60,66,77,62,55,61,51,60,56
1/10/2017,5,73,90,76,72,72,93,81,62,72,79,72,77,80,85,73,62,69,80,63,61,64,58,64,58
1/10/2017,6,72,87,79,73,73,94,83,62,73,81,74,79,83,86,77,63,72,81,58,59,65,61,67,59
1/10/2017,7,73,94,79,74,74,94,85,63,74,81,76,80,84,85,78,62,73,76,57,58,66,62,71,59
1/10/2017,8,70,96,77,76,76,95,87,64,76,77,75,79,84,84,79,61,72,70,53,56,64,63,70,53
1/10/2017,9,68,94,69,70,70,93,78,62,70,72,63,70,76,78,70,56,66,71,52,47,61,65,68,53
1/10/2017,10,61,79,59,54,54,72,55,52,54,66,55,64,70,68,59,56,58,68,61,48,56,60,60,54
1/10/2017,11,47,64,45,44,44,61,43,44,44,55,46,53,57,56,54,51,49,57,53,48,49,51,49,52
1/10/2017,12,35,48,36,37,37,50,36,38,37,42,37,41,43,44,42,43,40,40,40,40,41,39,40,43
1/10/2017,13,24,33,27,28,28,34,27,29,28,33,27,31,32,32,33,39,33,31,35,35,34,28,32,36
1/10/2017,14,15,19,22,22,22,23,21,23,22,25,20,23,24,21,26,34,29,26,30,33,30,22,29,33
1/10/2017,15,10,14,18,18,18,20,18,18,18,23,18,20,20,16,24,29,26,23,30,30,28,16,26,30
1/10/2017,16,7,13,14,17,17,19,17,17,17,20,15,17,16,18,26,27,25,22,29,28,27,15,26,28
1/10/2017,17,8,16,17,19,19,19,19,18,19,18,15,15,13,18,29,29,27,20,28,30,28,17,23,28
1/10/2017,18,8,15,16,18,18,20,19,17,18,18,13,15,15,18,33,37,32,22,29,30,28,16,22,29
1/10/2017,19,16,14,23,22,22,33,26,18,22,31,26,29,29,24,35,47,37,35,40,36,39,24,35,39
1/10/2017,20,30,27,35,34,34,39,38,30,34,40,36,39,40,37,37,51,42,40,38,48,45,34,39,45
1/10/2017,21,31,37,37,36,36,46,41,30,36,45,40,43,43,41,41,51,46,42,37,51,48,38,42,44
1/10/2017,22,31,39,37,35,35,46,38,32,35,38,38,40,44,46,49,51,49,44,38,52,50,36,45,46
1/10/2017,23,33,41,37,39,39,55,42,35,39,39,35,40,45,49,52,46,52,49,37,54,52,38,47,50
1/10/2017,24,36,43,41,41,41,71,43,38,41,38,35,38,40,53,56,43,56,50,37,48,53,39,51,53
1/11/2017,1,36,46,43,43,43,78,46,40,43,40,38,41,44,54,60,43,57,51,39,45,52,37,51,48
1/11/2017,2,40,52,44,47,47,78,52,42,47,41,38,41,44,59,63,50,51,49,42,47,51,36,50,46
1/11/2017,3,44,55,48,52,52,83,60,44,52,53,42,47,47,62,65,54,62,53,45,50,55,40,53,52
